day,price
2016-05-30,659.63
2016-05-31,659.63
2016-06-01,659.13
2016-06-02,659.53
2016-06-03,657.13
2016-06-04,656.63
2016-06-05,656.63
2016-06-06,657.73
2016-06-07,658.33
2016-06-08,657.83
2016-06-09,657.83
2016-06-10,658.83
2016-06-11,658.83
2016-06-12,658.73
2016-06-13,659.93
2016-06-14,660.94
2016-06-15,659.63
2016-06-16,660.54
2016-06-17,659.83
2016-06-18,659.83
2016-06-19,659.83
2016-06-20,659.23
2016-06-21,660.14
2016-06-22,658.93
2016-06-23,659.23
2016-06-24,664.04
2016-06-25,664.04
2016-06-26,664.04
2016-06-27,666.35
2016-06-28,666.15
2016-06-29,665.45
2016-06-30,666.15
2016-07-01,666.95
2016-07-02,666.95
2016-07-03,666.95
2016-07-04,667.8
2016-07-05,669.05
2016-07-06,670.46
2016-07-07,669.55
2016-07-08,669.86
2016-07-09,669.86
2016-07-10,669.86
2016-07-11,670.56
2016-07-12,670.06
2016-07-13,670.06
2016-07-14,669.86
2016-07-15,670.36
2016-07-16,670.36
2016-07-17,670.36
2016-07-18,671.56
2016-07-19,670.86
2016-07-20,669.15
2016-07-21,668.85
2016-07-22,669.25
2016-07-23,669.25
2016-07-24,669.25
2016-07-25,669.3
2016-07-26,668.65
2016-07-27,668.35
2016-07-28,667.05
2016-07-29,664.64
2016-07-30,664.64
2016-07-31,664.64
2016-08-01,665.65
2016-08-02,664.24
2016-08-03,664.84
2016-08-04,665.35
2016-08-05,666.65
2016-08-06,666.65
2016-08-07,666.65
2016-08-08,667.5
2016-08-09,666.95
2016-08-10,665.05
2016-08-11,665.25
2016-08-12,665.2
2016-08-13,665.2
2016-08-14,665.2
2016-08-15,665.2
2016-08-16,664.24
2016-08-17,664.84
2016-08-18,664.64
2016-08-19,666.85
2016-08-20,666.85
2016-08-21,666.85
2016-08-22,666.65
2016-08-23,665.55
2016-08-24,667.25
2016-08-25,667.35
2016-08-26,668.55
2016-08-27,668.55
2016-08-28,668.55
2016-08-29,669.65
2016-08-30,669.55
2016-08-31,669.35
2016-09-01,669.15
2016-09-02,669.35
2016-09-03,669.35
2016-09-04,669.35
2016-09-05,669.15
2016-09-06,668.75
2016-09-07,667.65
2016-09-08,667.75
2016-09-09,669.7
2016-09-10,669.7
2016-09-11,669.7
2016-09-12,669.45
2016-09-13,669.4
2016-09-14,668.85
2016-09-15,668.85
2016-09-16,668.85
2016-09-17,668.85
2016-09-18,668.85
2016-09-19,668.45
2016-09-20,668.65
2016-09-21,668.45
2016-09-22,668.15
2016-09-23,668.35
2016-09-24,668.35
2016-09-25,668.35
2016-09-26,668.25
2016-09-27,668.3
2016-09-28,668.8
2016-09-29,668.25
2016-09-30,668.62
2016-10-01,668.62
2016-10-02,668.62
2016-10-03,668.62
2016-10-04,669.43
2016-10-05,669.63
2016-10-06,669.93
2016-10-07,669.93
2016-10-08,668.72
2016-10-09,668.72
2016-10-10,671.93
2016-10-11,673.43
2016-10-12,673.28
2016-10-13,674.14
2016-10-14,674.14
2016-10-15,674.14
2016-10-16,674.14
2016-10-17,675.24
2016-10-18,675.54
2016-10-19,675.29
2016-10-20,675.74
2016-10-21,678.04
2016-10-22,678.04
2016-10-23,678.04
2016-10-24,679.05
2016-10-25,679.25
2016-10-26,678.35
2016-10-27,679.65
2016-10-28,679.55
2016-10-29,679.55
2016-10-30,679.55
2016-10-31,679.15
2016-11-01,678.35
2016-11-02,677.24
2016-11-03,677.84
2016-11-04,676.94
2016-11-05,676.94
2016-11-06,676.94
2016-11-07,679.05
2016-11-08,679.9
2016-11-09,679.95
2016-11-10,681.95
2016-11-11,682.96
2016-11-12,682.96
2016-11-13,682.96
2016-11-14,686.96
2016-11-15,687.26
2016-11-16,689.27
2016-11-17,689.27
2016-11-18,690.27
2016-11-19,690.27
2016-11-20,690.27
2016-11-21,690.77
2016-11-22,690.37
2016-11-23,693.38
2016-11-24,693.38
2016-11-25,693.42
2016-11-26,693.42
2016-11-27,693.42
2016-11-28,693.11
2016-11-29,691.41
2016-11-30,690.41
2016-12-01,690.31
2016-12-02,690.51
2016-12-03,690.51
2016-12-04,690.51
2016-12-05,689.91
2016-12-06,689.61
2016-12-07,689.11
2016-12-08,690.41
2016-12-09,692.21
2016-12-10,692.41
2016-12-11,692.41
2016-12-12,692.51
2016-12-13,692.01
2016-12-14,692.61
2016-12-15,696.62
2016-12-16,697.93
2016-12-17,697.93
2016-12-18,697.93
2016-12-19,697.63
2016-12-20,697.12
2016-12-21,696.22
2016-12-22,696.42
2016-12-23,696.72
2016-12-24,696.72
2016-12-25,696.72
2016-12-26,696.92
2016-12-27,697.22
2016-12-28,698.43
2016-12-29,697.52
2016-12-30,696.72
2016-12-31,696.72
2017-01-01,696.72
2017-01-02,697.42
2017-01-03,698.43
2017-01-04,696.17
2017-01-05,689.91
2017-01-06,695.42
2017-01-07,695.42
2017-01-08,695.42
2017-01-09,695.82
2017-01-10,694.32
2017-01-11,695.82
2017-01-12,690.91
2017-01-13,692.16
2017-01-14,692.16
2017-01-15,692.16
2017-01-16,692.21
2017-01-17,686.6
2017-01-18,686.6
2017-01-19,688.8
2017-01-20,689.61
2017-01-21,689.61
2017-01-22,687.6
2017-01-23,687
2017-01-24,687.45
2017-01-25,690.01
2017-01-26,690.01
2017-01-27,690.61
2017-01-28,690.61
2017-01-29,690.61
2017-01-30,690.61
2017-01-31,690.61
2017-02-01,690.61
2017-02-02,689.61
2017-02-03,688.5
2017-02-04,688.2
2017-02-05,688.2
2017-02-06,687.9
2017-02-07,690.01
2017-02-08,688.6
2017-02-09,688.6
2017-02-10,689.56
2017-02-11,689.56
2017-02-12,689.56
2017-02-13,689.51
2017-02-14,688.4
2017-02-15,688.75
2017-02-16,686.9
2017-02-17,688.4
2017-02-18,688.4
2017-02-19,688.4
2017-02-20,689.46
2017-02-21,690.01
2017-02-22,689.41
2017-02-23,688.4
2017-02-24,688.8
2017-02-25,688.8
2017-02-26,688.8
2017-02-27,688.7
2017-02-28,688.4
2017-03-01,689.81
2017-03-02,690.46
2017-03-03,691.41
2017-03-04,691.41
2017-03-05,691.41
2017-03-06,691.36
2017-03-07,691.86
2017-03-08,692.91
2017-03-09,692.66
2017-03-10,692.51
2017-03-11,692.51
2017-03-12,692.51
2017-03-13,692.81
2017-03-14,693.11
2017-03-15,693.01
2017-03-16,691.41
2017-03-17,692.11
2017-03-18,692.11
2017-03-19,692.11
2017-03-20,692.46
2017-03-21,690.26
2017-03-22,689.81
2017-03-23,690.21
2017-03-24,690.01
2017-03-25,690.01
2017-03-26,690.01
2017-03-27,688.9
2017-03-28,689.81
2017-03-29,690.61
2017-03-30,690.51
2017-03-31,690.26
2017-04-01,690.26
2017-04-02,690.26
2017-04-03,690.61
2017-04-04,691.41
2017-04-05,691.21
2017-04-06,691.36
2017-04-07,691.76
2017-04-08,691.76
2017-04-09,691.76
2017-04-10,691.91
2017-04-11,690.91
2017-04-12,690.81
2017-04-13,690.41
2017-04-14,690.11
2017-04-15,690.11
2017-04-16,690.11
2017-04-17,689.66
2017-04-18,689.81
2017-04-19,690.36
2017-04-20,689.91
2017-04-21,690.27
2017-04-22,690.27
2017-04-23,690.27
2017-04-24,690.11
2017-04-25,690.06
2017-04-26,690.86
2017-04-27,691.31
2017-04-28,690.96
2017-04-29,690.96
2017-04-30,690.96
2017-05-01,691.11
2017-05-02,691.21
2017-05-03,691.46
2017-05-04,691.21
2017-05-05,691.96
2017-05-06,691.96
2017-05-07,691.96
2017-05-08,692.06
2017-05-09,692.36
2017-05-10,691.91
2017-05-11,691.96
2017-05-12,691.66
2017-05-13,691.66
2017-05-14,691.66
2017-05-15,690.96
2017-05-16,690.36
2017-05-17,690.01
2017-05-18,690.51
2017-05-19,690.26
2017-05-20,690.31
2017-05-21,690.31
2017-05-22,690.61
2017-05-23,690.58
2017-05-24,690.56
2017-05-25,688.6
2017-05-26,687.3
2017-05-27,686.8
2017-05-28,686.8
2017-05-29,687.15
2017-05-30,687.15
2017-05-31,683.29
2017-06-01,682.29
2017-06-02,682.99
2017-06-03,682.99
2017-06-04,682.99
2017-06-05,682.04
2017-06-06,681.14
2017-06-07,681.19
2017-06-08,681.49
2017-06-09,681.39
2017-06-10,681.39
2017-06-11,681.39
2017-06-12,681.44
2017-06-13,681.49
2017-06-14,680.69
2017-06-15,682.09
2017-06-16,682.69
2017-06-17,682.69
2017-06-18,682.69
2017-06-19,683.49
2017-06-20,684.49
2017-06-21,684.39
2017-06-22,685.1
2017-06-23,685.4
2017-06-24,685.4
2017-06-25,685.4
2017-06-26,685.7
2017-06-27,682.89
2017-06-28,681.54
2017-06-29,680.08
2017-06-30,679.68
2017-07-01,679.78
2017-07-02,679.78
2017-07-03,681.59
2017-07-04,681.69
2017-07-05,681.79
2017-07-06,681.69
2017-07-07,682.09
2017-07-08,682.09
2017-07-09,682.09
2017-07-10,681.94
2017-07-11,681.79
2017-07-12,680.38
2017-07-13,679.88
2017-07-14,679.08
2017-07-15,678.98
2017-07-16,678.98
2017-07-17,678.58
2017-07-18,676.28
2017-07-19,676.78
2017-07-20,677.68
2017-07-21,678.28
2017-07-22,678.28
2017-07-23,678.28
2017-07-24,676.58
2017-07-25,676.68
2017-07-26,676.98
2017-07-27,675.87
2017-07-28,675.27
2017-07-29,675.27
2017-07-30,675.27
2017-07-31,674.07
2017-08-01,673.57
2017-08-02,673.77
2017-08-03,673.37
2017-08-04,674.57
2017-08-05,674.57
2017-08-06,674.57
2017-08-07,673.67
2017-08-08,672.27
2017-08-09,669.21
2017-08-10,666.35
2017-08-11,667.86
2017-08-12,667.96
2017-08-13,667.96
2017-08-14,668.76
2017-08-15,670.16
2017-08-16,670.86
2017-08-17,669.06
2017-08-18,668.71
2017-08-19,668.76
2017-08-20,668.76
2017-08-21,668.16
2017-08-22,667.86
2017-08-23,667.56
2017-08-24,667.76
2017-08-25,666.65
2017-08-26,666.65
2017-08-27,666.65
2017-08-28,663.25
2017-08-29,661.14
2017-08-30,660.94
2017-08-31,660.54
2017-09-01,657.53
2017-09-02,657.53
2017-09-03,657.53
2017-09-04,654.73
2017-09-05,655.53
2017-09-06,654.02
2017-09-07,650.21
2017-09-08,651.02
2017-09-09,651.02
2017-09-10,651.02
2017-09-11,654.52
2017-09-12,655.13
2017-09-13,655.83
2017-09-14,657.23
2017-09-15,656.74
2017-09-16,656.74
2017-09-17,656.74
2017-09-18,658.95
2017-09-19,659.75
2017-09-20,658.75
2017-09-21,660.45
2017-09-22,660.55
2017-09-23,660.55
2017-09-24,660.55
2017-09-25,663.56
2017-09-26,665.26
2017-09-27,665.66
2017-09-28,667.97
2017-09-29,666.66
2017-09-30,666.56
2017-10-01,666.56
2017-10-02,666.56
2017-10-03,666.76
2017-10-04,666.66
2017-10-05,666.66
2017-10-06,666.96
2017-10-07,666.96
2017-10-08,666.96
2017-10-09,663.96
2017-10-10,659.05
2017-10-11,660.45
2017-10-12,660.25
2017-10-13,659.45
2017-10-14,659.45
2017-10-15,659.45
2017-10-16,660.45
2017-10-17,663.76
2017-10-18,664.16
2017-10-19,663.06
2017-10-20,663.76
2017-10-21,663.76
2017-10-22,663.76
2017-10-23,665.46
2017-10-24,664.96
2017-10-25,665.46
2017-10-26,665.66
2017-10-27,666.66
2017-10-28,666.66
2017-10-29,666.66
2017-10-30,666.06
2017-10-31,664.96
2017-11-01,661.8
2017-11-02,662.35
2017-11-03,665.36
2017-11-04,665.36
2017-11-05,665.36
2017-11-06,664.86
2017-11-07,665.16
2017-11-08,664.06
2017-11-09,665.66
2017-11-10,665.56
2017-11-11,665.56
2017-11-12,665.56
2017-11-13,665.46
2017-11-14,665.06
2017-11-15,663.86
2017-11-16,664.56
2017-11-17,664.16
2017-11-18,664.16
2017-11-19,664.16
2017-11-20,665.16
2017-11-21,664.36
2017-11-22,662.65
2017-11-23,659.85
2017-11-24,661.75
2017-11-25,661.65
2017-11-26,661.65
2017-11-27,661.35
2017-11-28,662.25
2017-11-29,662.35
2017-11-30,662.45
2017-12-01,663.06
2017-12-02,662.45
2017-12-03,662.45
2017-12-04,663.36
2017-12-05,663.36
2017-12-06,662.91
2017-12-07,663.33
2017-12-08,663.41
2017-12-09,663.41
2017-12-10,663.41
2017-12-11,663.26
2017-12-12,663.56
2017-12-13,663.46
2017-12-14,662.35
2017-12-15,662.35
2017-12-16,662.35
2017-12-17,662.35
2017-12-18,663.06
2017-12-19,661.9
2017-12-20,659.15
2017-12-21,659.9
2017-12-22,659
2017-12-23,659.15
2017-12-24,659.15
2017-12-25,655.59
2017-12-26,656.14
2017-12-27,657.19
2017-12-28,654.94
2017-12-29,651.93
2017-12-30,652.18
2017-12-31,652.63
2018-01-01,652.63
2018-01-02,650.93
2018-01-03,651.83
2018-01-04,650.93
2018-01-05,650.32
2018-01-06,650.32
2018-01-07,650.32
2018-01-08,651.53
2018-01-09,654.38
2018-01-10,652.33
2018-01-11,651.43
2018-01-12,647.92
2018-01-13,647.52
2018-01-14,647.52
2018-01-15,645.21
2018-01-16,645.66
2018-01-17,644.91
2018-01-18,643.51
2018-01-19,641.85
2018-01-20,641.85
2018-01-21,641.85
2018-01-22,642.01
2018-01-23,642.01
2018-01-24,637.8
2018-01-25,633.59
2018-01-26,633.99
2018-01-27,633.99
2018-01-28,633.99
2018-01-29,635.29
2018-01-30,633.99
2018-01-31,629.98
2018-02-01,631.08
2018-02-02,631.43
2018-02-03,630.78
2018-02-04,631.48
2018-02-05,630.68
2018-02-06,630.28
2018-02-07,628.47
2018-02-08,634.49
2018-02-09,631.38
2018-02-10,631.38
2018-02-11,629.98
2018-02-12,634.19
2018-02-13,635.69
2018-02-14,635.99
2018-02-15,635.84
2018-02-16,635.84
2018-02-17,635.84
2018-02-18,635.84
2018-02-19,635.84
2018-02-20,635.84
2018-02-21,635.84
2018-02-22,637.09
2018-02-23,635.19
2018-02-24,634.89
2018-02-25,634.89
2018-02-26,632.78
2018-02-27,633.28
2018-02-28,634.79
2018-03-01,637.09
2018-03-02,635.79
2018-03-03,635.49
2018-03-04,635.49
2018-03-05,635.94
2018-03-06,633.69
2018-03-07,633.74
2018-03-08,635.69
2018-03-09,634.89
2018-03-10,634.89
2018-03-11,634.89
2018-03-12,634.47
2018-03-13,633.84
2018-03-14,633.18
2018-03-15,633.99
2018-03-16,634.64
2018-03-17,634.49
2018-03-18,634.49
2018-03-19,634.79
2018-03-20,634.79
2018-03-21,633.99
2018-03-22,634.99
2018-03-23,633.08
2018-03-24,633.08
2018-03-25,633.08
2018-03-26,628.97
2018-03-27,629.68
2018-03-28,631.08
2018-03-29,630.48
2018-03-30,628.87
2018-03-31,628.87
2018-04-01,628.87
2018-04-02,629.88
2018-04-03,630.28
2018-04-04,631.73
2018-04-05,631.78
2018-04-06,632.18
2018-04-07,632.18
2018-04-08,631.68
2018-04-09,632.18
2018-04-10,629.68
2018-04-11,628.47
2018-04-12,630.28
2018-04-13,629.48
2018-04-14,629.48
2018-04-15,629.48
2018-04-16,629.38
2018-04-17,629.68
2018-04-18,628.92
2018-04-19,629.68
2018-04-20,631.03
2018-04-21,630.98
2018-04-22,630.98
2018-04-23,632.88
2018-04-24,632.08
2018-04-25,633.79
2018-04-26,634.49
2018-04-27,634.29
2018-04-28,634.49
2018-04-29,634.49
2018-04-30,634.29
2018-05-01,635.09
2018-05-02,637.7
2018-05-03,636.79
2018-05-04,637.49
2018-05-05,637.49
2018-05-06,637.49
2018-05-07,637.9
2018-05-08,638.35
2018-05-09,637.7
2018-05-10,636.09
2018-05-11,634.74
2018-05-12,634.89
2018-05-13,634.89
2018-05-14,635.24
2018-05-15,639.2
2018-05-16,638.65
2018-05-17,638.1
2018-05-18,639.2
2018-05-19,639.1
2018-05-20,639.1
2018-05-21,639.85
2018-05-22,638.25
2018-05-23,640.4
2018-05-24,639.5
2018-05-25,640.65
2018-05-26,640.9
2018-05-27,640.9
2018-05-28,641.5
2018-05-29,643.11
2018-05-30,643.31
2018-05-31,642.51
2018-06-01,643.51
2018-06-02,643.51
2018-06-03,643.51
2018-06-04,642.71
2018-06-05,642.26
2018-06-06,640.5
2018-06-07,640.65
2018-06-08,642.11
2018-06-09,642.11
2018-06-10,642.11
2018-06-11,641.8
2018-06-12,641.9
2018-06-13,641.3
2018-06-14,642.01
2018-06-15,644.91
2018-06-16,645.21
2018-06-17,645.21
2018-06-18,646.11
2018-06-19,649.92
2018-06-20,648.82
2018-06-21,650.93
2018-06-22,652.13
2018-06-23,652.13
2018-06-24,652.13
2018-06-25,655.34
2018-06-26,659.54
2018-06-27,662.35
2018-06-28,664.26
2018-06-29,663.56
2018-06-30,663.56
2018-07-01,663.56
2018-07-02,668.37
2018-07-03,665.86
2018-07-04,664.86
2018-07-05,665.56
2018-07-06,665.76
2018-07-07,665.76
2018-07-08,665.76
2018-07-09,663.25
2018-07-10,665.06
2018-07-11,669.27
2018-07-12,668.27
2018-07-13,670.77
2018-07-14,670.77
2018-07-15,670.77
2018-07-16,670.67
2018-07-17,672.28
2018-07-18,673.58
2018-07-19,679.29
2018-07-20,678.39
2018-07-21,678.39
2018-07-22,678.39
2018-07-23,681.4
2018-07-24,680.8
2018-07-25,678.79
2018-07-26,681
2018-07-27,682.8
2018-07-28,682.8
2018-07-29,682.8
2018-07-30,683.5
2018-07-31,683.1
2018-08-01,683.9
2018-08-02,685.91
2018-08-03,684.1
2018-08-04,684.1
2018-08-05,684.1
2018-08-06,687.11
2018-08-07,684.91
2018-08-08,685.16
2018-08-09,684.1
2018-08-10,686.36
2018-08-11,686.36
2018-08-12,686.36
2018-08-13,690.42
2018-08-14,689.97
2018-08-15,695.03
2018-08-16,689.62
2018-08-17,689.22
2018-08-18,689.22
2018-08-19,689.22
2018-08-20,687.21
2018-08-21,686.21
2018-08-22,685.81
2018-08-23,689.42
2018-08-24,682.6
2018-08-25,683.05
2018-08-26,683.05
2018-08-27,683.2
2018-08-28,681.9
2018-08-29,683.7
2018-08-30,685.91
2018-08-31,684.71
2018-09-01,684.71
2018-09-02,684.71
2018-09-03,683.95
2018-09-04,686.06
2018-09-05,684.61
2018-09-06,685.01
2018-09-07,685.96
2018-09-08,685.96
2018-09-09,685.96
2018-09-10,687.31
2018-09-11,689.07
2018-09-12,686.31
2018-09-13,685.76
2018-09-14,688.11
2018-09-15,688.11
2018-09-16,688.11
2018-09-17,687.41
2018-09-18,687.61
2018-09-19,686.71
2018-09-20,686.31
2018-09-21,687.16
2018-09-22,687.16
2018-09-23,687.16
2018-09-24,687.41
2018-09-25,688.31
2018-09-26,689.42
2018-09-27,690.52
2018-09-28,688.51
2018-09-29,688.01
2018-09-30,688.56
2018-10-01,688.81
